Year,Author,Fo,peak,name,celsius,GPa ,hours,fO2Buffer,logf02,orientation,log10D,Experiment,mechanism,polarized IR
1998,Kohlstedt,91,bulk H,SC31-3,1000,2,8,Ni-NiO,,a,-12.783,hydration,pv,"yes, E || a"
1998,Kohlstedt,91,bulk H,SC31-3,1000,2,8,Ni-NiO,,b,-13.171,hydration,pv,"yes, E || a"
1998,Kohlstedt,91,bulk H,SC31-3,1000,2,8,Ni-NiO,,c,-11.776,hydration,pv,"yes, E || a"
,,,,,,,,,,,,,,
2006,Demouchy ,90.8,bulk H,SC 33-B,900,0.2,1,,-11.9,a,-10.397940008672,hydration,pp,
2006,Demouchy ,90.8,bulk H,SC 33-B,900,0.2,1,,-11.9,b,-11.698970004336,hydration,pp,
2006,Demouchy ,90.8,bulk H,SC 33-B,900,0.2,1,,-11.9,c,-12,hydration,pp,
2006,Demouchy ,90.8,bulk H,SC 33-A,900,0.2,20,,-11.9,a,-12.301029995664,hydration,pv,
2006,Demouchy ,90.8,bulk H,SC 33-A,900,0.2,20,,-11.9,b,-13.301029995664,hydration,pv,
2006,Demouchy ,90.8,bulk H,SC 33-A,900,0.2,20,,-11.9,c,-12,hydration,pv,
2006,Demouchy ,90.8,bulk H,SC 32-G,1000,1.5,5,,-10.3,b,-12.5228787453,hydration,pv,
2006,Demouchy ,90.8,bulk H,SC 32-B,1000,1.5,5,,-10.3,b,-12.5228787453,hydration,pv,
,,,,,,,,,,,,,,
2002,Hauri,86.7,bulk H,,1275,,,,,u,-8.39794000867,natural,pp,
2008,Portnyagin,85.1,bulk H,,1140,,,,,u,-11.3010299957,,,
2011,Chen,90.3,bulk H,,1260,0.0001,,,,u,-10.6989700043,dehydration,pv,no
2011,Chen,90.3,bulk H,,1198,0.0001,,,,u,-10.6020599913,dehydration,pv,no
2011,Chen,90.3,bulk H,,1164,0.0001,,,,u,-11.3010299957,dehydration,pv,no
2011,Chen,90.3,bulk H,,1288,0.0001,,,,u,-10.6020599913,dehydration,pv,no
2012,Gaetani,88,bulk H,,1250,0.0001,18,,,u,-10.7695510786,dehydration,pv,
,,,,,,,,,,,,,,
in prep,Ferriss,87.7,bulk H,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,a,-12.8,hydration,pv,"yes, E || a"
in prep,Ferriss,87.7,bulk H,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,b,-13.2,hydration,pv,"yes, E || a"
in prep,Ferriss,87.7,bulk H,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,c,-10.8,hydration,pv,"yes, E || a"
in prep,Ferriss,87.7,3236,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,a,-12.8,hydration,[Mg],"yes, E || a"
in prep,Ferriss,87.7,3236,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,b,-13.2,hydration,[Mg],"yes, E || a"
in prep,Ferriss,87.7,3236,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,c,-10.5,hydration,[Mg],"yes, E || a"
in prep,Ferriss,87.7,3356,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,a,-12.8,hydration,[tri],"yes, E || a"
in prep,Ferriss,87.7,3356,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,b,-13.2,hydration,[tri],"yes, E || a"
in prep,Ferriss,87.7,3356,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,c,-10.8,hydration,[tri],"yes, E || a"
in prep,Ferriss,87.7,3525,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,a,-12.8,hydration,[Ti],"yes, E || a"
in prep,Ferriss,87.7,3525,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,b,-13.2,hydration,[Ti],"yes, E || a"
in prep,Ferriss,87.7,3525,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,c,-11.1,hydration,[Ti],"yes, E || a"
in prep,Ferriss,87.7,3600,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,a,-12.8,hydration,[Si],"yes, E || a"
in prep,Ferriss,87.7,3600,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,b,-13.2,hydration,[Si],"yes, E || a"
in prep,Ferriss,87.7,3600,SC1-7,1000,0.0001,7,Ni-NiO,-10.3,c,-11.5,hydration,[Si],"yes, E || a"
in prep,Ferriss,87.7,bulk H,SC1-2,800,0.0001,17.4,Ni-NiO,-13.9,a,-10.9,hydration,pp,"yes, E || a"
in prep,Ferriss,87.7,bulk H,SC1-2,800,0.0001,17.4,Ni-NiO,-13.9,b,-12.3,hydration,pp,"yes, E || a"
in prep,Ferriss,87.7,bulk H,SC1-2,800,0.0001,17.4,Ni-NiO,-13.9,c,-11.9,hydration,pp,"yes, E || a"
in prep,Ferriss,87.7,3525,SC1-2,800,0.0001,17.4,Ni-NiO,-13.9,a,-10.9,hydration,[Ti],"yes, E || a"
in prep,Ferriss,87.7,3525,SC1-2,800,0.0001,17.4,Ni-NiO,-13.9,b,-12.3,hydration,[Ti],"yes, E || a"
in prep,Ferriss,87.7,3525,SC1-2,800,0.0001,17.4,Ni-NiO,-13.9,c,-11.9,hydration,[Ti],"yes, E || a"
in prep,Ferriss,87.7,bulk H,SC1-2,800,0.0001,1,Ni-NiO-2.8,-16.75,a,-10.8,dehydration,pp,"yes, E || a"
in prep,Ferriss,87.7,bulk H,SC1-2,800,0.0001,1,Ni-NiO-2.8,-16.75,b,-12.3,dehydration,pp,"yes, E || a"
in prep,Ferriss,87.7,bulk H,SC1-2,800,0.0001,1,Ni-NiO-2.8,-16.75,c,-11.9,dehydration,pp,"yes, E || a"
in prep,Ferriss,87.7,3525,SC1-2,800,0.0001,1,Ni-NiO-2.8,-16.75,a,-10.8,dehydration,[Ti],"yes, E || a"
in prep,Ferriss,87.7,3525,SC1-2,800,0.0001,1,Ni-NiO-2.8,-16.75,b,-12.3,dehydration,[Ti],"yes, E || a"
